State,Year,Month,Count,Megawatthours
OK,2015,6,24610,1166919
OK,2015,7,-6523,595043
OK,2015,8,509,-196142
OK,2015,9,1144,-503379
OK,2015,10,769,-1107246
OK,2015,11,652,-198145
OK,2015,12,2568,388214
OK,2016,1,-5391,437197
OK,2016,2,2827,-749502
OK,2016,3,1804,-33728
OK,2016,4,2074,-176000
OK,2016,5,3201,439105
OK,2016,6,682,1204248
OK,2016,7,3022,689475
OK,2016,8,2246,-217729
OK,2016,9,-1135,-794681
OK,2016,10,466,-712143
OK,2016,11,-531,-481337
OK,2016,12,3969,787396
OK,2017,1,16183,-184751
OK,2017,2,-1008,-865447
OK,2017,3,6015,447166
OK,2017,4,-949,-295900
OK,2017,5,3370,399029
OK,2017,6,3618,1019167
OK,2017,7,3700,661275
OK,2017,8,1404,-396431
OK,2017,9,-1137,-675512
OK,2017,10,2454,-506462
OR,2007,2,1592,-616598
OR,2007,3,2351,-182918
OR,2007,4,1319,-372405
OR,2007,5,4715,-29859
OR,2007,6,729,55691
OR,2007,7,822,243860
OR,2007,8,1176,54045
OR,2007,9,1529,-336317
OR,2007,10,2571,-24047
OR,2007,11,-393,220289
OR,2007,12,733,579001
OR,2008,1,402294,261932
OR,2008,2,2825,-525173
OR,2008,3,5325,74943
OR,2008,4,-3500,-406989
OR,2008,5,4191,-64797
OR,2008,6,344,-49502
OR,2008,7,6358,331602
OR,2008,8,771,-89278
OR,2008,9,178,-346338
OR,2008,10,-1423,70300
OR,2008,11,-6975,42766
OR,2008,12,906,882503
OR,2009,1,1602,-201055
OR,2009,2,1533,-410406
OR,2009,3,6019,121144
OR,2009,4,-4449,-521864
OR,2009,5,4184,-92519
OR,2009,6,2113,-59080
OR,2009,7,2018,596757
OR,2009,8,-837,-317233
OR,2009,9,1969,-173849
OR,2009,10,-1306,37844
OR,2009,11,-5732,154216
OR,2009,12,4332,965745
OR,2010,1,-2366,-673734
OR,2010,2,1202,-329889
OR,2010,3,6921,166530
OR,2010,4,-3780,-265644
OR,2010,5,3011,-143495
OR,2010,6,-707,-47430
OR,2010,7,6123,431874
OR,2010,8,1321,-33976
OR,2010,9,662,-338367
OR,2010,10,-5355,38306
OR,2010,11,-2129,337826
OR,2010,12,3866,443752
OR,2011,1,-4136,136415
OR,2011,2,-604,-511340
OR,2011,3,8163,175023
OR,2011,4,-5347,-382067
OR,2011,5,3915,-167311
OR,2011,6,-417,-92618
OR,2011,7,1860,204229
OR,2011,8,2504,255734
OR,2011,9,742,-323648
OR,2011,10,-448,-105126
OR,2011,11,-1251,334239
OR,2011,12,1455,600024
OR,2012,1,-3935,-125367
OR,2012,2,3619,-373092
OR,2012,3,1742,145247
OR,2012,4,-935,-498166
OR,2012,5,4527,-34668
OR,2012,6,-2173,-57949
OR,2012,7,1640,342535
OR,2012,8,2544,137375
OR,2012,9,-2496,-515770
OR,2012,10,5116,128315
OR,2012,11,-3474,150097
OR,2012,12,2365,492674
OR,2013,1,-3128,379514
OR,2013,2,-1416,-743287
OR,2013,3,1692,52141
OR,2013,4,589,-303951
OR,2013,5,3152,-46907
OR,2013,6,-1859,-68402
OR,2013,7,3161,475258
OR,2013,8,-167,-91977
OR,2013,9,1860,-349636
OR,2013,10,3698,211717
OR,2013,11,-3015,93695
OR,2013,12,1747,866292
OR,2014,1,1037,-248909
OR,2014,2,-1511,-345956
OR,2014,3,3604,-258738
OR,2014,4,-1066,-251023
OR,2014,5,5575,-67608
OR,2014,6,-1321,-10775
OR,2014,7,3561,569172
OR,2014,8,553,-114460
OR,2014,9,1463,-363985
OR,2014,10,2859,-63283
OR,2014,11,-1829,308629
OR,2014,12,557,433333
OR,2015,1,1777,-7755
OR,2015,2,1112,-635646
OR,2015,3,3749,187357
OR,2015,4,510,-196735
OR,2015,5,3888,-99419
OR,2015,6,1035,352815
OR,2015,7,3631,231815
OR,2015,8,408,-74351
OR,2015,9,4134,-529271
OR,2015,10,2641,84719
OR,2015,11,-3265,307725
OR,2015,12,3822,420689
OR,2016,1,-1870,69329
OR,2016,2,3259,-570951
OR,2016,3,6186,63620
OR,2016,4,-2863,-460656
OR,2016,5,3782,113633
OR,2016,6,4534,204094
OR,2016,7,-2924,125857
OR,2016,8,5818,253921
OR,2016,9,2611,-678841
OR,2016,10,616,219902
OR,2016,11,-270,31495
OR,2016,12,2833,1054967
OR,2017,1,14499,37604
OR,2017,2,2060,-811282
OR,2017,3,5658,-3057
OR,2017,4,-1301,-369387
OR,2017,5,7872,24365
OR,2017,6,1613,19254
OR,2017,7,330,355333
OR,2017,8,3370,147404
OR,2017,9,-1731,-587726
OR,2017,10,4922,816
PA,2007,2,-39605,-24326
PA,2007,3,9871,192118
PA,2007,4,-1172,-1501155
PA,2007,5,97376,-93427
PA,2007,6,-98661,1016728
PA,2007,7,6399,719608
PA,2007,8,14953,748699
PA,2007,9,-786,-1457737
PA,2007,10,-94,-632795
PA,2007,11,899,-124188
PA,2007,12,-3919,1431089
PA,2008,1,319033,564424
PA,2008,2,6681,-931104
PA,2008,3,553,53146
PA,2008,4,889,-1413003
PA,2008,5,-1656,-276882
PA,2008,6,-2222,1581803
PA,2008,7,855,997971
PA,2008,8,1339,-934440
PA,2008,9,5686,-523610
PA,2008,10,-668,-1023088
PA,2008,11,-389,394113
PA,2008,12,12932,1416583
PA,2009,1,-10363,1131549
PA,2009,2,4129,-2018889
PA,2009,3,1519,114150
PA,2009,4,-1303,-1258248
PA,2009,5,-10172,-214425
PA,2009,6,8186,409569
PA,2009,7,-4115,953933
PA,2009,8,-291,941550
PA,2009,9,2347,-1905792
PA,2009,10,2344,-191238
PA,2009,11,-4161,-136985
PA,2009,12,9072,1735410
PA,2010,1,-3217,1069324
PA,2010,2,-735,-1276625
PA,2010,3,11708,-211286
PA,2010,4,-2420,-1331042
PA,2010,5,-3409,347950
PA,2010,6,-607,1533587
PA,2010,7,-3847,1342943
PA,2010,8,3674,-568589
PA,2010,9,2015,-1406749
PA,2010,10,-1167,-1229947
PA,2010,11,3009,109127
PA,2010,12,2859,2193474
PA,2011,1,3756,1436758
PA,2011,2,1098,-1719938
PA,2011,3,467,-630334
PA,2011,4,-139,-1200323
PA,2011,5,854,-989
PA,2011,6,-5296,1207152
PA,2011,7,-1558,1316772
PA,2011,8,2046,-93417
PA,2011,9,11570,-1485016
PA,2011,10,-14634,-818145
PA,2011,11,2975,-265168
PA,2011,12,3484,1285959
PA,2012,1,6165,833802
PA,2012,2,4164,-874367
PA,2012,3,39176,-411440
PA,2012,4,-33083,-1257326
PA,2012,5,-2128,686736
PA,2012,6,-6052,422660
PA,2012,7,-692,2052286
PA,2012,8,3513,-358627
PA,2012,9,-3281,-1241059
PA,2012,10,-1316,-1069571
PA,2012,11,4486,-33239
PA,2012,12,1328,1314197
PA,2013,1,8487,757651
PA,2013,2,2102,-258636
PA,2013,3,5264,-329426
PA,2013,4,2083,-1209872
PA,2013,5,-1248,-392748
PA,2013,6,-8127,921024
PA,2013,7,878,1818141
PA,2013,8,3149,-926215
PA,2013,9,-192,-971211
PA,2013,10,2109,-621319
PA,2013,11,2798,103752
PA,2013,12,4565,1675158
PA,2014,1,2628,1446516
PA,2014,2,720,-1038982
PA,2014,3,7257,-248103
PA,2014,4,474,-1741691
PA,2014,5,-870,-354300
PA,2014,6,-2198,597077
PA,2014,7,-986,1209384
PA,2014,8,-233,-322114
PA,2014,9,1286,-727148
PA,2014,10,3604,-745049
PA,2014,11,-850,131513
PA,2014,12,8657,1535570
PA,2015,1,-2985,985089
PA,2015,2,2386,-116744
PA,2015,3,2988,-106696
PA,2015,4,5306,-2343778
PA,2015,5,-4231,-172173
PA,2015,6,473,963977
PA,2015,7,147,1210517
PA,2015,8,-846,-94986
PA,2015,9,-248,-549796
PA,2015,10,2104,-1444249
PA,2015,11,3089,-468801
PA,2015,12,9088,1098107
PA,2016,1,9859,1472645
PA,2016,2,3993,-395342
PA,2016,3,7260,-981036
PA,2016,4,-601,-1125798
PA,2016,5,569,-23058
PA,2016,6,359,1219401
PA,2016,7,-6546,1556727
PA,2016,8,12886,716183
PA,2016,9,-63,-1168182
PA,2016,10,3094,-1860033
PA,2016,11,265,-308880
PA,2016,12,9840,1838705
PA,2017,1,-473,600733
PA,2017,2,1307,-1417730
PA,2017,3,8811,280699
PA,2017,4,-5912,-1215258
PA,2017,5,17972,-268689
PA,2017,6,-12897,964670
PA,2017,7,-7217,1641763
PA,2017,8,11661,-297842
PA,2017,9,-2788,-1363045
PA,2017,10,6515,-386954
RI,2007,2,292,-1889
RI,2007,3,1151,14730
RI,2007,4,101,-84647
RI,2007,5,-341,44645
RI,2007,6,-625,51259
RI,2007,7,-570,64284
RI,2007,8,-296,115158
RI,2007,9,-239,-217511
RI,2007,10,-406,23336
RI,2007,11,226,-36058
RI,2007,12,1259,82647
RI,2008,1,-5369,-45105
RI,2008,2,17188,-34228
RI,2008,3,-338,-18189
RI,2008,4,-13980,38685
RI,2008,5,14288,-53357
RI,2008,6,1034,80600
RI,2008,7,-1032,157633
RI,2008,8,-479,-158465
RI,2008,9,-189,-48033
RI,2008,10,-589,-26477
RI,2008,11,2486,82491
RI,2008,12,-15660,-45960
RI,2009,1,14160,76768
RI,2009,2,1431,-135795
RI,2009,3,669,92648
RI,2009,4,1028,-107465
RI,2009,5,-739,104768
RI,2009,6,-9064,-81465
RI,2009,7,8295,97825
RI,2009,8,-13917,125755
RI,2009,9,13576,-265128
RI,2009,10,-5314,61327
RI,2009,11,5208,-30706
RI,2009,12,-5603,98240
RI,2010,1,7194,-27390
RI,2010,2,2683,-37230
RI,2010,3,-1854,-8476
RI,2010,4,-13036,-41660
RI,2010,5,12426,50600
RI,2010,6,-12209,86506
RI,2010,7,11016,135420
RI,2010,8,-12284,-100367
RI,2010,9,7499,-46450
RI,2010,10,5396,-83142
RI,2010,11,-191,-135
RI,2010,12,-20410,83390
RI,2011,1,21985,-21085
RI,2011,2,80,-48380
RI,2011,3,-18545,18178
RI,2011,4,18352,-57341
RI,2011,5,256,-1638
RI,2011,6,540,93179
RI,2011,7,-763,170471
RI,2011,8,-13293,-112416
RI,2011,9,13060,-83326
RI,2011,10,1179,-40307
RI,2011,11,-1614,-155
RI,2011,12,-12108,45542
RI,2012,1,6848,-10691
RI,2012,2,7237,-29417
RI,2012,3,154,-1163
RI,2012,4,852,-35874
RI,2012,5,-13059,26690
RI,2012,6,13280,68020
RI,2012,7,-853,134686
RI,2012,8,-887,15660
RI,2012,9,730,-201861
RI,2012,10,-1204,-6128
RI,2012,11,926,-7609
RI,2012,12,-165,46009
RI,2013,1,618,39190
RI,2013,2,893,-89792
RI,2013,3,935,60700
RI,2013,4,284,-97482
RI,2013,5,404,32829
RI,2013,6,310,81318
RI,2013,7,-779,234158
RI,2013,8,-843,-233615
RI,2013,9,-2566,-43017
RI,2013,10,2600,-23924
RI,2013,11,605,-4652
RI,2013,12,-1017,59768
RI,2014,1,-45,46873
RI,2014,2,-253,-107042
RI,2014,3,2432,77955
RI,2014,4,-765,-106221
RI,2014,5,903,5471
RI,2014,6,-239,59252
RI,2014,7,-391,147104
RI,2014,8,-1444,-187732
RI,2014,9,1726,62252
RI,2014,10,-97,-49800
RI,2014,11,-1699,22750
RI,2014,12,883,7616
RI,2015,1,-357,41834
RI,2015,2,1990,-30514
RI,2015,3,219,-15694
RI,2015,4,692,-87014
RI,2015,5,793,29831
RI,2015,6,-316,67709
RI,2015,7,-2498,106086
RI,2015,8,38,32497
RI,2015,9,1460,-131495
RI,2015,10,-475,-59523
RI,2015,11,2796,-21726
RI,2015,12,-1247,53775
RI,2016,1,-1277,33283
RI,2016,2,814,-82061
RI,2016,3,2360,20432
RI,2016,4,-2256,-38211
RI,2016,5,-8994,3574
RI,2016,6,8810,63881
RI,2016,7,-2033,171073
RI,2016,8,1622,12046
RI,2016,9,-846,-161379
RI,2016,10,1741,-77226
RI,2016,11,2230,-6594
RI,2016,12,-22408,44842
RI,2017,1,18356,23991
RI,2017,2,4036,-73137
RI,2017,3,-20271,65386
RI,2017,4,9414,-84674
RI,2017,5,8852,16618
RI,2017,6,5481,91948
RI,2017,7,-853,83901
RI,2017,8,-67,-10385
RI,2017,9,-4151,-85474
RI,2017,10,-19660,-83299
SC,2007,2,2285,-127190
SC,2007,3,3615,-404108
SC,2007,4,2219,-216271
SC,2007,5,3066,425033
SC,2007,6,2830,883126
SC,2007,7,2244,537691
SC,2007,8,2791,665145
SC,2007,9,1613,-998333
SC,2007,10,1994,-890808
SC,2007,11,1536,-530750
SC,2007,12,1406,266431
SC,2008,1,749766,759727
SC,2008,2,4150,-620783
SC,2008,3,1033,-309785
SC,2008,4,2227,-240491
SC,2008,5,3816,393710
SC,2008,6,1992,1330033
SC,2008,7,16682,229654
SC,2008,8,-6917,103144
SC,2008,9,1477,-927296
SC,2008,10,-244,-995155
SC,2008,11,-4141,-228747
SC,2008,12,5521,442150
SC,2009,1,-1403,382676
SC,2009,2,1421,-564481
SC,2009,3,796,-186706
SC,2009,4,1815,-597995
SC,2009,5,377,592168
SC,2009,6,6026,1081953
SC,2009,7,2464,611587
SC,2009,8,-5041,38432
SC,2009,9,4306,-998132
SC,2009,10,-1,-785786
SC,2009,11,-1641,-355168
SC,2009,12,4460,956098
SC,2010,1,-23103,1010818
SC,2010,2,268,-801486
SC,2010,3,8506,-268599
SC,2010,4,-2531,-801742
SC,2010,5,2495,672612
SC,2010,6,17128,1313887
SC,2010,7,7859,622547
SC,2010,8,-4387,59935
SC,2010,9,-1046,-967903
SC,2010,10,5278,-1296424
SC,2010,11,-5539,-265888
SC,2010,12,-11394,1436238
SC,2011,1,3016,366577
SC,2011,2,1987,-1295768
SC,2011,3,2683,-345148
SC,2011,4,286,-74804
SC,2011,5,-444,629138
SC,2011,6,6849,1040085
SC,2011,7,6577,681059
SC,2011,8,-1282,85235
SC,2011,9,5532,-1283298
SC,2011,10,-8281,-1043649
SC,2011,11,-501,-237813
SC,2011,12,3812,502530
SC,2012,1,-6107,392081
SC,2012,2,4408,-638092
SC,2012,3,3493,-66943
SC,2012,4,229,-141119
SC,2012,5,4867,710403
SC,2012,6,1952,407669
SC,2012,7,2896,1197353
SC,2012,8,2885,-379254
SC,2012,9,-3659,-1006016
SC,2012,10,3374,-618612
SC,2012,11,-431,-193451
SC,2012,12,-284,308022
SC,2013,1,29409,479759
SC,2013,2,3115,-539769
SC,2013,3,2535,307453
SC,2013,4,-298876,-633170
SC,2013,5,306227,254722
SC,2013,6,557,911205
SC,2013,7,6569,770281
SC,2013,8,3734,-114404
SC,2013,9,-1509,-674475
SC,2013,10,1618,-736441
SC,2013,11,-104,-137396
SC,2013,12,2039,289573
SC,2014,1,-27922,1313566
SC,2014,2,-645,-1130222
SC,2014,3,3173,21317
SC,2014,4,1588,-801149
SC,2014,5,2247,707310
SC,2014,6,7917,843364
SC,2014,7,11484,451295
SC,2014,8,2187,44800
SC,2014,9,604,-709788
SC,2014,10,3362,-931115
SC,2014,11,-273,20315
SC,2014,12,4045,423589
SC,2015,1,352,641647
SC,2015,2,2713,-391017
SC,2015,3,5538,-461384
SC,2015,4,1611,-718454
SC,2015,5,2856,791538
SC,2015,6,5668,1129643
SC,2015,7,4883,678505
SC,2015,8,1832,-217332
SC,2015,9,1659,-1106263
SC,2015,10,2549,-848827
SC,2015,11,348,-201752
SC,2015,12,2759,160006
SC,2016,1,769,926866
SC,2016,2,4669,-506421
SC,2016,3,4841,-753986
SC,2016,4,2256,-167481
SC,2016,5,4089,682081
SC,2016,6,5786,970503
SC,2016,7,1392,1153195
SC,2016,8,6564,-103693
SC,2016,9,-1156,-1275405
SC,2016,10,1778,-1043679
SC,2016,11,2298,-95662
SC,2016,12,3775,369913
SC,2017,1,5272,237620
SC,2017,2,404,-1000162
SC,2017,3,11842,477466
SC,2017,4,-7610,-143987
SC,2017,5,15244,588941
SC,2017,6,5620,579926
SC,2017,7,3805,1001975
SC,2017,8,4138,-120440
SC,2017,9,-3297,-1236798
SC,2017,10,5327,-269140
SD,2007,2,1796,-21027
SD,2007,3,2195,-78663
SD,2007,4,-2895,-72118
SD,2007,5,4210,-13476
SD,2007,6,-991,43368
SD,2007,7,256,140319
SD,2007,8,908,19547
SD,2007,9,-92,-135132
SD,2007,10,-1873,-53746
SD,2007,11,3712,30581
SD,2007,12,-1455,135836
SD,2008,1,101676,63390
SD,2008,2,3930,-7702
SD,2008,3,-418,-79273
SD,2008,4,-2144,-72969
SD,2008,5,4603,-44514
SD,2008,6,-2892,-9085
SD,2008,7,3609,124850
SD,2008,8,2694,43751
SD,2008,9,-3387,-134078
SD,2008,10,3213,-41609
SD,2008,11,-2997,66367
SD,2008,12,-854,142326
SD,2009,1,3054,85108
SD,2009,2,-3489,-95225
SD,2009,3,3257,-55442
SD,2009,4,-473,-75119
SD,2009,5,2440,-67662
SD,2009,6,-2159,20387
SD,2009,7,4529,75317
SD,2009,8,-1622,19774
SD,2009,9,-1100,-71168
SD,2009,10,3604,-12210
SD,2009,11,-3409,26873
SD,2009,12,3331,179204
SD,2010,1,-4020,88462
SD,2010,2,1904,-119653
SD,2010,3,2021,-40577
SD,2010,4,-734,-98265
SD,2010,5,853,-54055
SD,2010,6,299,46962
SD,2010,7,1375,119238
SD,2010,8,615,33589
SD,2010,9,191,-125684
SD,2010,10,-1291,-80407
SD,2010,11,-137,55525
SD,2010,12,1144,193184
SD,2011,1,1407,69434
SD,2011,2,-148,-82380
SD,2011,3,1996,-27026
SD,2011,4,-981,-96360
SD,2011,5,1118,-63695
SD,2011,6,870,12381
SD,2011,7,182,129916
SD,2011,8,1182,63664
SD,2011,9,-1,-135539
SD,2011,10,-418,-75208
SD,2011,11,-186,37098
SD,2011,12,470,127904
SD,2012,1,-623,41688
SD,2012,2,781,-45758
SD,2012,3,777,-42078
SD,2012,4,7334,-88701
SD,2012,5,-6063,-29832
SD,2012,6,-150,75046
SD,2012,7,810,177520
SD,2012,8,1227,-31918
SD,2012,9,-648,-124129
SD,2012,10,1036,-80293
SD,2012,11,-1195,43951
SD,2012,12,491,110582
SD,2013,1,1223,114305
SD,2013,2,-1089,-88495
SD,2013,3,317,-17996
SD,2013,4,927,-61573
SD,2013,5,1112,-80365
SD,2013,6,323,-1091
SD,2013,7,1382,143539
SD,2013,8,175,16553
SD,2013,9,-365,-38050
SD,2013,10,723,-87745
SD,2013,11,-1200,54254
SD,2013,12,595,183156
SD,2014,1,-6,61915
SD,2014,2,146,-89591
SD,2014,3,816,-45232
SD,2014,4,-1089,-111528
SD,2014,5,3072,-73367
SD,2014,6,-1357,23636
SD,2014,7,1619,75995
SD,2014,8,1733,46518
SD,2014,9,-996,-100244
SD,2014,10,1830,-27450
SD,2014,11,-793,62588
SD,2014,12,1029,130458
SD,2015,1,-2614,57192
SD,2015,2,358,-95194
SD,2015,3,2765,-59107
SD,2015,4,-1777,-99161
SD,2015,5,873,-54192
SD,2015,6,1003,76987
SD,2015,7,526,125005
SD,2015,8,577,12051
SD,2015,9,557,-105681
SD,2015,10,172,-59738
SD,2015,11,-463,17637
SD,2015,12,1187,139024
SD,2016,1,-1630,70750
SD,2016,2,553,-90046
SD,2016,3,1722,-72837
SD,2016,4,-181,-85449
SD,2016,5,1098,-19751
SD,2016,6,957,116739
SD,2016,7,-547,82879
SD,2016,8,2327,58963
SD,2016,9,201,-174426
SD,2016,10,-542,-47007
SD,2016,11,294,21694
SD,2016,12,1087,196341
SD,2017,1,1366,93000
SD,2017,2,811,-174274
SD,2017,3,893,-21960
SD,2017,4,-479,-129002
SD,2017,5,2214,4988
SD,2017,6,440,83573
SD,2017,7,20,133578
SD,2017,8,1883,-72041
SD,2017,9,-938,-84385
SD,2017,10,1088,-40182
TN,2007,2,4933,672015
TN,2007,3,5120,-863920
TN,2007,4,824,-631701
TN,2007,5,15020,69059
TN,2007,6,-7994,1050518
TN,2007,7,3265,1019702
TN,2007,8,7495,576457
TN,2007,9,-1692,215972
TN,2007,10,351,-1859807
TN,2007,11,-596,-892483
TN,2007,12,-1772,561943
TN,2008,1,1034654,606404
TN,2008,2,9710,63541
TN,2008,3,1631,-647358
TN,2008,4,-2491,-746649
TN,2008,5,1336,-236168
TN,2008,6,8061,1259309
TN,2008,7,1723,919093
TN,2008,8,4172,148956
TN,2008,9,2093,-415174
TN,2008,10,-8450,-1260695
TN,2008,11,-423,-458258
TN,2008,12,-2948,867241
TN,2009,1,-2277,164613
TN,2009,2,6361,-197775
TN,2009,3,3589,-893460
TN,2009,4,-6167,-756335
TN,2009,5,4264,45485
TN,2009,6,445,853145
TN,2009,7,2854,1159918
TN,2009,8,6172,-88205
TN,2009,9,-2912,-356745
TN,2009,10,-5320,-1175069
TN,2009,11,-2325,-464897
TN,2009,12,1016,982028
TN,2010,1,1818,1840208
TN,2010,2,8059,-705675
TN,2010,3,5850,-588120
TN,2010,4,-5219,-1109438
TN,2010,5,1815,-178568
TN,2010,6,-3219,1573311
TN,2010,7,13329,1489761
TN,2010,8,1659,336176
TN,2010,9,-1518,-985982
TN,2010,10,-9231,-1878077
TN,2010,11,-2326,-629956
TN,2010,12,-4465,1531960
TN,2011,1,4298,1372836
TN,2011,2,4585,-1098398
TN,2011,3,5064,-1160119
TN,2011,4,-2971,-378462
TN,2011,5,1237,-127585
TN,2011,6,8505,1512962
TN,2011,7,-2217,1109582
TN,2011,8,7094,536511
TN,2011,9,-5318,-1318849
TN,2011,10,-5859,-1760105
TN,2011,11,-2006,-101596
TN,2011,12,-2096,680984
TN,2012,1,6231,541699
TN,2012,2,-7265,-488076
TN,2012,3,14890,-538483
TN,2012,4,1815,-293539
TN,2012,5,3361,422035
TN,2012,6,4988,940550
TN,2012,7,4269,1482202
TN,2012,8,7130,-85745
TN,2012,9,-8827,-1158387
TN,2012,10,-3209,-1515888
TN,2012,11,-751,-99277
TN,2012,12,-2685,501777
TN,2013,1,373,1188274
TN,2013,2,-16106,-701458
TN,2013,3,29490,-31090
TN,2013,4,2440,-391448
TN,2013,5,6478,-416033
TN,2013,6,267,916747
TN,2013,7,8227,898019
TN,2013,8,2030,36367
TN,2013,9,-6047,-200627
TN,2013,10,-494,-1433084
TN,2013,11,-2625,-411948
TN,2013,12,2790,1265050
TN,2014,1,-652,1310708
TN,2014,2,2804,-97823
TN,2014,3,6138,-1371330
TN,2014,4,-1692,-829795
TN,2014,5,5398,-16208
TN,2014,6,6341,1170678
TN,2014,7,6980,724464
TN,2014,8,-7377,-32630
TN,2014,9,589,-46354
TN,2014,10,-2135,-1586783
TN,2014,11,-2264,-135403
TN,2014,12,4808,854483
TN,2015,1,4666,912879
TN,2015,2,1569,-90150
TN,2015,3,8049,-198380
TN,2015,4,2791,-1556401
TN,2015,5,3578,17702
TN,2015,6,10344,1179774
TN,2015,7,3211,1230670
TN,2015,8,3475,152505
TN,2015,9,-2228,-1053645
TN,2015,10,-4105,-1465020
TN,2015,11,95,-516135
TN,2015,12,3764,566251
TN,2016,1,-1370,1088012
TN,2016,2,10026,295569
TN,2016,3,3937,-1057817
TN,2016,4,2142,-664988
TN,2016,5,7695,186796
TN,2016,6,7200,1357025
TN,2016,7,2516,1425129
TN,2016,8,8167,368525
TN,2016,9,-8746,-686703
TN,2016,10,8712,-1692019
TN,2016,11,-18176,-828591
TN,2016,12,-4771,756909
TN,2017,1,19087,560219
TN,2017,2,7807,-1022784
TN,2017,3,19609,-226884
TN,2017,4,-2453,-215353
TN,2017,5,64889,318714
TN,2017,6,-46249,850562
TN,2017,7,2682,1142957
TN,2017,8,9112,193446
TN,2017,9,-5140,-1258293
TN,2017,10,27,-837762
TX,2007,2,6818,-1913898
TX,2007,3,20945,-1282440
TX,2007,4,-12643,-495989
TX,2007,5,-3393,2381039
TX,2007,6,-48516,3368746
TX,2007,7,68980,2427475
TX,2007,8,10305,2651547
TX,2007,9,-16525,-2137817
TX,2007,10,26882,-3149224
TX,2007,11,-19038,-4568610
TX,2007,12,-4057,521530
TX,2008,1,3084171,2116210
TX,2008,2,36866,-1632597
TX,2008,3,767,-1079426
TX,2008,4,-36745,-834
TX,2008,5,21860,4181059
TX,2008,6,3355,4075559
TX,2008,7,19163,2128687
TX,2008,8,-3215,-152158
TX,2008,9,-5199,-5052671
TX,2008,10,-2092,-3563912
TX,2008,11,67524,-2878566
TX,2008,12,47496,1890715
TX,2009,1,-95764,2303106
TX,2009,2,-37656,-4094310
TX,2009,3,47225,1142846
TX,2009,4,-5159,-150237
TX,2009,5,-14692,1281534
TX,2009,6,16987,5014069
TX,2009,7,22517,5291346
TX,2009,8,-7733,-541250
TX,2009,9,17705,-4181965
TX,2009,10,17557,-4221848
TX,2009,11,-52963,-4649148
TX,2009,12,35806,4628976
TX,2010,1,-71831,2383489
TX,2010,2,2816,-3717698
TX,2010,3,58882,163786
TX,2010,4,84,-2139717
TX,2010,5,-1565,2681201
TX,2010,6,80488,6330281
TX,2010,7,64551,2834247
TX,2010,8,-29943,2344587
TX,2010,9,-10725,-4076721
TX,2010,10,1853,-6120706
TX,2010,11,-26120,-3795322
TX,2010,12,-48568,1916808
TX,2011,1,-117667,3337232
TX,2011,2,-26781,-2047698
TX,2011,3,84679,-1480677
TX,2011,4,-26466,498253
TX,2011,5,50275,2210662
TX,2011,6,43711,6556261
TX,2011,7,-16717,2810295
TX,2011,8,90738,3126705
TX,2011,9,-32695,-5066479
TX,2011,10,-35256,-6845841
TX,2011,11,-34868,-4250908
TX,2011,12,33848,2222721
TX,2012,1,3186,603795
TX,2012,2,-1047,-2601569
TX,2012,3,67199,435876
TX,2012,4,26518,174161
TX,2012,5,61221,3715804
TX,2012,6,456,4033468
TX,2012,7,35495,3420195
TX,2012,8,16464,1718063
TX,2012,9,-90432,-4620360
TX,2012,10,82759,-4900876
TX,2012,11,-55226,-3320394
TX,2012,12,21689,582372
TX,2013,1,58611,3610988
TX,2013,2,-60730,-4349888
TX,2013,3,36773,567589
TX,2013,4,73122,374887
TX,2013,5,14564,2096025
TX,2013,6,-22605,5367999
TX,2013,7,64192,3253930
TX,2013,8,44568,1439302
TX,2013,9,-43953,-2340518
TX,2013,10,65997,-5031465
TX,2013,11,-110018,-4881875
TX,2013,12,82805,3833876
TX,2014,1,122861,2583359
TX,2014,2,-25191,-3408905
TX,2014,3,69947,-1074956
TX,2014,4,-41988,-1160610
TX,2014,5,19414,2462186
TX,2014,6,-51568,4398127
TX,2014,7,125683,3108524
TX,2014,8,18308,947308
TX,2014,9,17578,-1039377
TX,2014,10,19181,-5159974
TX,2014,11,-140435,-4787334
TX,2014,12,138454,1806002
TX,2015,1,-7414,2991400
TX,2015,2,-20808,-3593424
TX,2015,3,78504,1372010
TX,2015,4,7531,-2399406
TX,2015,5,-18421,1295260
TX,2015,6,72626,5473092
TX,2015,7,9697,5452566
TX,2015,8,25792,548195
TX,2015,9,-20689,-3129169
TX,2015,10,39773,-4013054
TX,2015,11,-100164,-6354380
TX,2015,12,78832,1988523
TX,2016,1,50151,2927253
TX,2016,2,78168,-3066469
TX,2016,3,9503,-987216
TX,2016,4,-8535,-247727
TX,2016,5,32455,2365023
TX,2016,6,14156,5531492
TX,2016,7,-46294,5241871
TX,2016,8,97272,1161858
TX,2016,9,-24643,-3572508
TX,2016,10,37279,-4344336
TX,2016,11,-73119,-5168422
TX,2016,12,38634,1558267
TX,2017,1,-36503,694161
TX,2017,2,-69126,-4641905
TX,2017,3,144636,1626801
TX,2017,4,-99569,-1028257
TX,2017,5,196100,4178920
TX,2017,6,4917,4813224
TX,2017,7,-25962,3178440
TX,2017,8,87459,1030045
TX,2017,9,-100282,-4684339
TX,2017,10,116505,-2205855
UT,2007,2,1390,-301679
UT,2007,3,1542,-23690
UT,2007,4,1113,-80220
UT,2007,5,2407,304708
UT,2007,6,-231,138953
UT,2007,7,1816,483290
